FinancialYear,FinancialYearQF,HB,HBQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,SpecialtyGrouping,SpecialtyGroupingQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,PercentageOccupancy,PercentageOccupancyQF,AllStaffedBeds,AllStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,TotalOccupiedBeds,TotalOccupiedBedsQF
2017/18,,S08000016,,AF,,Paediatrics,,Paediatrics Grouping,,17,,33.3,,6027,,5.493150684931507,,2005,
2017/18,,S08000016,,AG,,Renal Medicine,,Medical Grouping,,0,,100,,5,,0.0136986301369863,,5,
2017/18,,S08000016,,AH,,Neurology,,Medical Grouping,,2,,100,,561,,1.536986301369863,,561,
2017/18,,S08000016,,AM,,Palliative Medicine,,Medical Grouping,,8,,91.9,,2813,,7.079452054794521,,2584,
2017/18,,S08000016,,AQ,,Respiratory Medicine,,Medical Grouping,,0,,100,,69,,0.18904109589041096,,69,
2017/18,,S08000016,,C1,,General Surgery,,Surgery Grouping,,22,,98.6,,8099,,21.882191780821916,,7987,
2017/18,,S08000016,,C3,,Anaesthetics,,Surgery Grouping,,3,,8.3,,1102,,0.2493150684931507,,91,
2017/18,,S08000016,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,0,,100,,116,,0.3178082191780822,,116,
2017/18,,S08000016,,C7,,Ophthalmology,,Surgery Grouping,,1,,6,,199,,0.03287671232876712,,12,
2017/18,,S08000016,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,33,,73.4,,12098,,24.317808219178083,,8876,
2017/18,,S08000016,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,,z,0,,0,,0,
2017/18,,S08000016,,CB,,Urology,,Surgery Grouping,,4,,72.8,,1345,,2.682191780821918,,979,
2017/18,,S08000016,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,5,,0.0136986301369863,,5,
2017/18,,S08000016,,D6,,Restorative Dentistry,,Dental Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2017/18,,S08000016,,D8,,Paediatric Dentistry,,Paediatrics Grouping,,0,,100,,32,,0.08767123287671233,,32,
2017/18,,S08000016,,F2,,Gynaecology,,Women and Newborn Grouping,,3,,64.6,,1020,,1.8054794520547945,,659,
2017/18,,S08000016,,F3,,Obstetrics,,Women and Newborn Grouping,,13,,55.5,,4802,,7.306849315068493,,2667,
2017/18,,S08000016,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,30,,78.9,,10976,,23.731506849315068,,8662,
2017/18,,S08000016,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,,100,,5,,0.0136986301369863,,5,
2017/18,,S08000016,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,32,,92.4,,11752,,29.73972602739726,,10855,
2017/18,,S08000016,,G5,,Learning Disability,,Learning Disability Grouping,,1,,100,,281,,0.7698630136986301,,281,
2017/18,,S08000016,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,93,,87.1,,33919,,80.9068493150685,,29531,
2017/18,,S08000016,,J4,,Haematology,,Medical Grouping,,2,,100,,806,,2.208219178082192,,806,
2017/18,,S08000016,,T2,,Midwifery,,Women and Newborn Grouping,,0,,100,,131,,0.3589041095890411,,131,
2017/18,,S08000016,,,z,All Acute Specialties,d,All Acute Specialties,d,228,,91,,83042,,206.9808219178082,,75548,
2017/18,,S08000016,,,z,All Specialties,d,All Specialties,d,416,,85.8,,151993,,357.2109589041096,,130382,
2017/18,,S08000016,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,6,,0.01643835616438356,,6,
2017/18,,S08000016,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,1,,100,,281,,0.7698630136986301,,281,
2017/18,,S08000016,,,z,Medical Grouping,d,Medical Grouping,,165,,95.7,,60083,,157.4986301369863,,57487,
2017/18,,S08000016,,,z,Mental Health Grouping,d,Mental Health Grouping,,62,,85.9,,22733,,53.484931506849314,,19522,
2017/18,,S08000016,,,z,Other Grouping,d,Other Grouping,,93,,87.1,,33919,,80.9068493150685,,29531,
2017/18,,S08000016,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,17,,33.6,,6059,,5.580821917808219,,2037,
2017/18,,S08000016,,,z,Surgery Grouping,d,Surgery Grouping,,63,,78.7,,22959,,49.48219178082192,,18061,
2017/18,,S08000016,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,16,,58.1,,5953,,9.471232876712328,,3457,
2017/18,,S08000017,,A1,,General Medicine,,Medical Grouping,,84,,88.7,,30622,,74.43561643835616,,27169,
2017/18,,S08000017,,A2,,Cardiology,,Medical Grouping,,17,,100,,6226,,17.057534246575344,,6226,
2017/18,,S08000017,,A8,,Endocrinology & Diabetes,,Medical Grouping,,0,,100,,4,,0.010958904109589041,,4,
2017/18,,S08000017,,A9,,Gastroenterology,,Medical Grouping,,5,,100,,1822,,4.991780821917808,,1822,
2017/18,,S08000017,,AB,,Geriatric Medicine,,Medical Grouping,,120,,83.8,,43649,,100.22739726027397,,36583,
2017/18,,S08000017,,AF,,Paediatrics,,Paediatrics Grouping,,32,,37,,11843,,12.008219178082191,,4383,
2017/18,,S08000017,,AG,,Renal Medicine,,Medical Grouping,,0,,100,,8,,0.021917808219178082,,8,
2017/18,,S08000017,,AH,,Neurology,,Medical Grouping,,0,,,z,0,,0,,0,
2017/18,,S08000017,,AM,,Palliative Medicine,,Medical Grouping,,9,,83.9,,3382,,7.7753424657534245,,2838,
2017/18,,S08000017,,AP,,Rehabilitation Medicine,,Medical Grouping,,15,,70.1,,5459,,10.479452054794521,,3825,
2017/18,,S08000017,,AQ,,Respiratory Medicine,,Medical Grouping,,20,,100,,7453,,20.41917808219178,,7453,
2017/18,,S08000017,,AR,,Rheumatology,,Medical Grouping,,0,,100,,6,,0.01643835616438356,,6,
2017/18,,S08000017,,C1,,General Surgery,,Surgery Grouping,,70,,60.6,,25716,,42.69041095890411,,15582,
2017/18,,S08000017,,C3,,Anaesthetics,,Surgery Grouping,,0,,100,,85,,0.2328767123287671,,85,
2017/18,,S08000017,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,2,,100,,640,,1.7534246575342465,,640,
2017/18,,S08000017,,C7,,Ophthalmology,,Surgery Grouping,,3,,13.6,,1019,,0.38082191780821917,,139,
2017/18,,S08000017,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,33,,95.4,,11885,,31.065753424657533,,11339,
2017/18,,S08000017,,CB,,Urology,,Surgery Grouping,,3,,100,,1066,,2.9205479452054797,,1066,
2017/18,,S08000017,,D1,,Community Dental Practice,,Dental Grouping,,0,,100,,6,,0.01643835616438356,,6,
2017/18,,S08000017,,D3,,Oral Surgery,,Dental Grouping,,0,,,z,0,,0,,0,
2017/18,,S08000017,,E11,,GP Obstetrics,,Women and Newborn Grouping,,2,,0.9,,683,,0.01643835616438356,,6,
2017/18,,S08000017,,E12,,GP Other than Obstetrics,,Community Grouping,,113,,65.7,,41346,,74.3917808219178,,27153,
2017/18,,S08000017,,F2,,Gynaecology,,Women and Newborn Grouping,,2,,96.6,,882,,2.334246575342466,,852,
2017/18,,S08000017,,F3,,Obstetrics,,Women and Newborn Grouping,,24,,39.3,,8700,,9.378082191780821,,3423,
2017/18,,S08000017,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,38,,71.8,,13960,,27.443835616438356,,10017,
2017/18,,S08000017,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,42,,55.5,,15281,,23.221917808219178,,8476,
2017/18,,S08000017,,G5,,Learning Disability,,Learning Disability Grouping,,13,,50.8,,4673,,6.504109589041096,,2374,
2017/18,,S08000017,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,0,,100,,37,,0.10136986301369863,,37,
2017/18,,S08000017,,H2,,Clinical Oncology,,Medical Grouping,,0,,100,,2,,0.005479452054794521,,2,
2017/18,,S08000017,,J4,,Haematology,,Medical Grouping,,2,,100,,909,,2.4904109589041097,,909,
2017/18,,S08000017,,XSU,,Unspecified,,Other Grouping,,11,,0,,4187,,0,,0,
2017/18,,S08000017,,,z,All Acute Specialties,d,All Acute Specialties,d,383,,82.7,,139953,,316.97534246575344,,115696,
2017/18,,S08000017,,,z,All Specialties,d,All Specialties,d,662,,71.4,,241551,,472.3917808219178,,172423,
2017/18,,S08000017,,,z,Community Grouping,d,Community Grouping,,113,,65.7,,41346,,74.3917808219178,,27153,
2017/18,,S08000017,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,6,,0.01643835616438356,,6,
2017/18,,S08000017,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,13,,50.8,,4673,,6.504109589041096,,2374,
2017/18,,S08000017,,,z,Medical Grouping,d,Medical Grouping,,273,,87.2,,99542,,237.93150684931507,,86845,
2017/18,,S08000017,,,z,Mental Health Grouping,d,Mental Health Grouping,,80,,63.2,,29241,,50.66575342465753,,18493,
2017/18,,S08000017,,,z,Other Grouping,d,Other Grouping,,12,,0.9,,4224,,0.10136986301369863,,37,
2017/18,,S08000017,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,32,,37,,11843,,12.008219178082191,,4383,
2017/18,,S08000017,,,z,Surgery Grouping,d,Surgery Grouping,,111,,71.4,,40411,,79.04383561643836,,28851,
2017/18,,S08000017,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,28,,41.7,,10265,,11.728767123287671,,4281,
2017/18,,S08000019,,A1,,General Medicine,,Medical Grouping,,168,,91.7,,61476,,154.48219178082192,,56386,
2017/18,,S08000019,,A2,,Cardiology,,Medical Grouping,,17,,63.8,,6339,,11.076712328767123,,4043,
2017/18,,S08000019,,A6,,Infectious Diseases,,Medical Grouping,,0,,100,,148,,0.4054794520547945,,148,
2017/18,,S08000019,,A8,,Endocrinology & Diabetes,,Medical Grouping,,2,,100,,608,,1.6657534246575343,,608,
2017/18,,S08000019,,A9,,Gastroenterology,,Medical Grouping,,6,,61.1,,2067,,3.4602739726027396,,1263,
2017/18,,S08000019,,AB,,Geriatric Medicine,,Medical Grouping,,277,,97.3,,101172,,269.6849315068493,,98435,
2017/18,,S08000019,,AF,,Paediatrics,,Paediatrics Grouping,,44,,56.5,,16236,,25.145205479452056,,9178,
2017/18,,S08000019,,AH,,Neurology,,Medical Grouping,,0,,100,,27,,0.07397260273972603,,27,
2017/18,,S08000019,,AP,,Rehabilitation Medicine,,Medical Grouping,,13,,98.3,,4789,,12.901369863013699,,4709,
2017/18,,S08000019,,AQ,,Respiratory Medicine,,Medical Grouping,,13,,95.5,,4919,,12.871232876712329,,4698,
2017/18,,S08000019,,AR,,Rheumatology,,Medical Grouping,,1,,100,,371,,1.0164383561643835,,371,
2017/18,,S08000019,,C1,,General Surgery,,Surgery Grouping,,66,,88.8,,23937,,58.21095890410959,,21247,
2017/18,,S08000019,,C2,,Accident & Emergency,,Emergency Grouping,,1,,97,,397,,1.0547945205479452,,385,
2017/18,,S08000019,,C3,,Anaesthetics,,Surgery Grouping,,0,,,z,0,,0,,0,
2017/18,,S08000019,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,3,,92.3,,1068,,2.7013698630136984,,986,
2017/18,,S08000019,,C7,,Ophthalmology,,Surgery Grouping,,1,,98.9,,279,,0.7561643835616438,,276,
2017/18,,S08000019,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,42,,92.5,,15366,,38.95342465753425,,14218,
2017/18,,S08000019,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,91.7,,12,,0.030136986301369864,,11,
2017/18,,S08000019,,CB,,Urology,,Surgery Grouping,,10,,85.9,,3744,,8.810958904109588,,3216,
2017/18,,S08000019,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,15,,0.0410958904109589,,15,
2017/18,,S08000019,,D5,,Orthodontics,,Dental Grouping,,0,,100,,2,,0.005479452054794521,,2,
2017/18,,S08000019,,F2,,Gynaecology,,Women and Newborn Grouping,,6,,90.2,,2082,,5.147945205479452,,1879,
2017/18,,S08000019,,F3,,Obstetrics,,Women and Newborn Grouping,,32,,74.6,,11638,,23.77260273972603,,8677,
2017/18,,S08000019,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,124,,72.7,,45080,,89.72876712328767,,32751,
2017/18,,S08000019,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,,83.9,,31,,0.07123287671232877,,26,
2017/18,,S08000019,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,94,,81.7,,34267,,76.69589041095891,,27994,
2017/18,,S08000019,,G5,,Learning Disability,,Learning Disability Grouping,,20,,93.2,,7290,,18.621917808219177,,6797,
2017/18,,S08000019,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,104,,96.3,,38136,,100.62739726027397,,36729,
2017/18,,S08000019,,J4,,Haematology,,Medical Grouping,,4,,98.8,,1521,,4.115068493150685,,1502,
2017/18,,S08000019,,,z,All Acute Specialties,d,All Acute Specialties,d,624,,93.1,,227831,,581.186301369863,,212133,
2017/18,,S08000019,,,z,All Specialties,d,All Specialties,d,1049,,87.9,,383017,,922.1287671232876,,336577,
2017/18,,S08000019,,,z,Dental Grouping,d,Dental Grouping,,0,,100,,17,,0.04657534246575343,,17,
2017/18,,S08000019,,,z,Emergency Grouping,d,Emergency Grouping,,1,,97,,397,,1.0547945205479452,,385,
2017/18,,S08000019,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,20,,93.2,,7290,,18.621917808219177,,6797,
2017/18,,S08000019,,,z,Medical Grouping,d,Medical Grouping,,503,,93.9,,183437,,471.75342465753425,,172190,
2017/18,,S08000019,,,z,Mental Health Grouping,d,Mental Health Grouping,,217,,76.6,,79378,,166.4958904109589,,60771,
2017/18,,S08000019,,,z,Other Grouping,d,Other Grouping,,104,,96.3,,38136,,100.62739726027397,,36729,
2017/18,,S08000019,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,45,,56.6,,16248,,25.175342465753424,,9189,
2017/18,,S08000019,,,z,Surgery Grouping,d,Surgery Grouping,,122,,90,,44394,,109.43287671232876,,39943,
2017/18,,S08000019,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,38,,76.9,,13720,,28.92054794520548,,10556,
2017/18,,S08000020,,A1,,General Medicine,,Medical Grouping,,207,,85.4,,75428,,176.56164383561645,,64445,
2017/18,,S08000020,,A2,,Cardiology,,Medical Grouping,,44,,92.7,,16104,,40.92054794520548,,14936,
2017/18,,S08000020,,A6,,Infectious Diseases,,Medical Grouping,,21,,90.1,,7655,,18.895890410958906,,6897,
2017/18,,S08000020,,A7,,Dermatology,,Medical Grouping,,1,,96.6,,410,,1.084931506849315,,396,
2017/18,,S08000020,,A8,,Endocrinology & Diabetes,,Medical Grouping,,1,,29.2,,530,,0.4246575342465753,,155,
2017/18,,S08000020,,A9,,Gastroenterology,,Medical Grouping,,34,,95.5,,12246,,32.054794520547944,,11700,
2017/18,,S08000020,,AA,,Genito-Urinary Medicine,,Medical Grouping,,0,,100,,1,,0.0027397260273972603,,1,
2017/18,,S08000020,,AB,,Geriatric Medicine,,Medical Grouping,,183,,89.9,,66862,,164.6164383561644,,60085,
2017/18,,S08000020,,AD,,Medical Oncology,,Medical Grouping,,20,,82.3,,7154,,16.13150684931507,,5888,
2017/18,,S08000020,,AF,,Paediatrics,,Paediatrics Grouping,,76,,57.2,,27656,,43.31232876712329,,15809,
2017/18,,S08000020,,AG,,Renal Medicine,,Medical Grouping,,21,,90.3,,7590,,18.775342465753425,,6853,
2017/18,,S08000020,,AH,,Neurology,,Medical Grouping,,10,,86.7,,3675,,8.73150684931507,,3187,
2017/18,,S08000020,,AM,,Palliative Medicine,,Medical Grouping,,21,,84.3,,7537,,17.405479452054795,,6353,
2017/18,,S08000020,,AP,,Rehabilitation Medicine,,Medical Grouping,,56,,93.3,,20607,,52.654794520547945,,19219,
2017/18,,S08000020,,AQ,,Respiratory Medicine,,Medical Grouping,,35,,93.8,,12758,,32.78904109589041,,11968,
2017/18,,S08000020,,AR,,Rheumatology,,Medical Grouping,,1,,15.1,,304,,0.12602739726027398,,46,
2017/18,,S08000020,,C1,,General Surgery,,Surgery Grouping,,142,,90.4,,51910,,128.586301369863,,46934,
2017/18,,S08000020,,C2,,Accident & Emergency,,Emergency Grouping,,9,,47.4,,3137,,4.076712328767123,,1488,
2017/18,,S08000020,,C3,,Anaesthetics,,Surgery Grouping,,11,,84.6,,3882,,9.002739726027396,,3286,
2017/18,,S08000020,,C4,,Cardiothoracic Surgery,,Surgery Grouping,,29,,88.8,,10414,,25.339726027397262,,9249,
2017/18,,S08000020,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,12,,65.2,,4204,,7.504109589041096,,2739,
2017/18,,S08000020,,C6,,Neurosurgery,,Surgery Grouping,,19,,96.6,,7064,,18.693150684931506,,6823,
2017/18,,S08000020,,C7,,Ophthalmology,,Surgery Grouping,,6,,65.5,,2124,,3.813698630136986,,1392,
2017/18,,S08000020,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,131,,59.2,,47657,,77.31780821917808,,28221,
2017/18,,S08000020,,C9,,Plastic Surgery,,Surgery Grouping,,15,,57.3,,5558,,8.717808219178082,,3182,
2017/18,,S08000020,,CA,,Paediatric Surgery,,Paediatrics Grouping,,13,,23.9,,4798,,3.1452054794520548,,1148,
2017/18,,S08000020,,CB,,Urology,,Surgery Grouping,,25,,78.3,,9137,,19.59178082191781,,7151,
2017/18,,S08000020,,D1,,Community Dental Practice,,Dental Grouping,,0,,,z,0,,0,,0,
2017/18,,S08000020,,D3,,Oral Surgery,,Dental Grouping,,3,,24.4,,1207,,0.8082191780821918,,295,
2017/18,,S08000020,,D8,,Paediatric Dentistry,,Paediatrics Grouping,,0,,100,,3,,0.00821917808219178,,3,
2017/18,,S08000020,,E11,,GP Obstetrics,,Women and Newborn Grouping,,0,,100,,105,,0.2876712328767123,,105,
2017/18,,S08000020,,E12,,GP Other than Obstetrics,,Community Grouping,,267,,80.2,,97534,,214.21369863013697,,78188,
2017/18,,S08000020,,F2,,Gynaecology,,Women and Newborn Grouping,,19,,65.6,,7034,,12.646575342465754,,4616,
2017/18,,S08000020,,F3,,Obstetrics,,Women and Newborn Grouping,,92,,61.6,,33762,,56.99178082191781,,20802,
2017/18,,S08000020,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,172,,77.9,,62950,,134.413698630137,,49061,
2017/18,,S08000020,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,1,,100,,221,,0.6054794520547945,,221,
2017/18,,S08000020,,G3,,Forensic Psychiatry,,Mental Health Grouping,,38,,75,,13806,,28.375342465753423,,10357,
2017/18,,S08000020,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,127,,79.1,,46218,,100.14520547945206,,36553,
2017/18,,S08000020,,G5,,Learning Disability,,Learning Disability Grouping,,17,,45.8,,6321,,7.923287671232877,,2892,
2017/18,,S08000020,,GLS,,Geriatric Medicine - long stay unit,,Other Grouping,,20,,98.1,,7361,,19.786301369863015,,7222,
2017/18,,S08000020,,H2,,Clinical Oncology,,Medical Grouping,,12,,95.1,,4350,,11.33972602739726,,4139,
2017/18,,S08000020,,J4,,Haematology,,Medical Grouping,,24,,93.9,,8663,,22.29041095890411,,8136,
2017/18,,S08000020,,T2,,Midwifery,,Women and Newborn Grouping,,0,,100,,17,,0.04657534246575343,,17,
2017/18,,S08000020,,,z,All Acute Specialties,d,All Acute Specialties,d,1079,,84.7,,393824,,913.3726027397261,,333381,
2017/18,,S08000020,,,z,All Specialties,d,All Specialties,d,1934,,79.6,,705954,,1540.158904109589,,562158,
2017/18,,S08000020,,,z,Community Grouping,d,Community Grouping,,267,,80.2,,97534,,214.21369863013697,,78188,
2017/18,,S08000020,,,z,Dental Grouping,d,Dental Grouping,,3,,24.4,,1207,,0.8082191780821918,,295,
2017/18,,S08000020,,,z,Emergency Grouping,d,Emergency Grouping,,9,,47.4,,3137,,4.076712328767123,,1488,
2017/18,,S08000020,,,z,Learning Disability Grouping,d,Learning Disability Grouping,,17,,45.8,,6321,,7.923287671232877,,2892,
2017/18,,S08000020,,,z,Medical Grouping,d,Medical Grouping,,690,,89.1,,251874,,614.8054794520548,,224404,
2017/18,,S08000020,,,z,Mental Health Grouping,d,Mental Health Grouping,,338,,78.1,,123195,,263.53972602739725,,96192,
2017/18,,S08000020,,,z,Other Grouping,d,Other Grouping,,20,,98.1,,7361,,19.786301369863015,,7222,
2017/18,,S08000020,,,z,Paediatrics Grouping,d,Paediatrics Grouping,,89,,52.3,,32457,,46.465753424657535,,16960,
2017/18,,S08000020,,,z,Surgery Grouping,d,Surgery Grouping,,389,,76.8,,141950,,298.5671232876712,,108977,
2017/18,,S08000020,,,z,Women and Newborn Grouping,d,Women and Newborn Grouping,,112,,62.4,,40918,,69.97260273972603,,25540,
2017/18,,S08000022,,A1,,General Medicine,,Medical Grouping,,165,,93.7,,60050,,154.16438356164383,,56270,
2017/18,,S08000022,,A2,,Cardiology,,Medical Grouping,,20,,96.3,,7404,,19.53150684931507,,7129,
2017/18,,S08000022,,A8,,Endocrinology & Diabetes,,Medical Grouping,,0,,100,,11,,0.030136986301369864,,11,
2017/18,,S08000022,,A9,,Gastroenterology,,Medical Grouping,,20,,100,,7136,,19.55068493150685,,7136,
2017/18,,S08000022,,AB,,Geriatric Medicine,,Medical Grouping,,66,,94,,24089,,62.06849315068493,,22655,
2017/18,,S08000022,,AF,,Paediatrics,,Paediatrics Grouping,,42,,49.6,,15300,,20.805479452054794,,7594,
2017/18,,S08000022,,AG,,Renal Medicine,,Medical Grouping,,19,,95.3,,6939,,18.12054794520548,,6614,
2017/18,,S08000022,,AH,,Neurology,,Medical Grouping,,0,,100,,35,,0.0958904109589041,,35,
2017/18,,S08000022,,AM,,Palliative Medicine,,Medical Grouping,,4,,75.1,,1498,,3.0821917808219177,,1125,
2017/18,,S08000022,,AP,,Rehabilitation Medicine,,Medical Grouping,,19,,87.6,,7042,,16.90684931506849,,6171,
2017/18,,S08000022,,AQ,,Respiratory Medicine,,Medical Grouping,,23,,95.6,,8498,,22.254794520547946,,8123,
2017/18,,S08000022,,AR,,Rheumatology,,Medical Grouping,,10,,64.6,,3655,,6.471232876712329,,2362,
2017/18,,S08000022,,C1,,General Surgery,,Surgery Grouping,,96,,80.9,,34955,,77.46849315068494,,28276,
2017/18,,S08000022,,C2,,Accident & Emergency,,Emergency Grouping,,0,,100,,16,,0.043835616438356165,,16,
2017/18,,S08000022,,C3,,Anaesthetics,,Surgery Grouping,,4,,55.1,,1360,,2.052054794520548,,749,
2017/18,,S08000022,,C5,,"Ear, Nose & Throat (ENT)",,Surgery Grouping,,8,,85.5,,2843,,6.657534246575342,,2430,
2017/18,,S08000022,,C7,,Ophthalmology,,Surgery Grouping,,2,,55.6,,862,,1.3123287671232877,,479,
2017/18,,S08000022,,C8,,Trauma and Orthopaedic Surgery,,Surgery Grouping,,47,,81.7,,17008,,38.09041095890411,,13903,
2017/18,,S08000022,,C9,,Plastic Surgery,,Surgery Grouping,,0,,100,,4,,0.010958904109589041,,4,
2017/18,,S08000022,,CA,,Paediatric Surgery,,Paediatrics Grouping,,0,,100,,7,,0.019178082191780823,,7,
2017/18,,S08000022,,CB,,Urology,,Surgery Grouping,,10,,66.7,,3578,,6.536986301369863,,2386,
2017/18,,S08000022,,D1,,Community Dental Practice,,Dental Grouping,,0,,100,,4,,0.010958904109589041,,4,
2017/18,,S08000022,,D3,,Oral Surgery,,Dental Grouping,,0,,100,,4,,0.010958904109589041,,4,
2017/18,,S08000022,,E11,,GP Obstetrics,,Women and Newborn Grouping,,9,,4.1,,3279,,0.3698630136986301,,135,
2017/18,,S08000022,,E12,,GP Other than Obstetrics,,Community Grouping,,213,,75.8,,77565,,161.15068493150685,,58820,
2017/18,,S08000022,,F2,,Gynaecology,,Women and Newborn Grouping,,6,,80,,2051,,4.493150684931507,,1640,
2017/18,,S08000022,,F3,,Obstetrics,,Women and Newborn Grouping,,29,,63.4,,10604,,18.421917808219177,,6724,
2017/18,,S08000022,,G1,,General Psychiatry (Mental Illness),,Mental Health Grouping,,106,,72.3,,38794,,76.89315068493151,,28066,
2017/18,,S08000022,,G2,,Child & Adolescent Psychiatry,,Mental Health Grouping,,0,,100,,152,,0.41643835616438357,,152,
2017/18,,S08000022,,G4,,Psychiatry of Old Age,,Mental Health Grouping,,66,,89.5,,24050,,58.964383561643835,,21522,
2017/18,,S08000022,,G5,,Learning Disability,,Learning Disability Grouping,,6,,94,,2243,,5.778082191780822,,2109,
